epoch,Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0,0.9694418907165527,0.9418666958808899,0.9780444502830505,0.06849292665719986,0.998951256275177,0.777550995349884,0.9441836476325989,0.24648866057395935
1,0.988644003868103,0.9789333343505859,0.9919221997261047,0.0277139563113451,0.9969432353973389,0.931836724281311,0.9822449088096619,0.07258424907922745
2,0.9906483292579651,0.984000027179718,0.9936777949333191,0.02172485552728176,0.9961977005004883,0.9624489545822144,0.9896938800811768,0.045592814683914185
3,0.9928022027015686,0.986977756023407,0.9949555397033691,0.017404738813638687,0.9945901036262512,0.9755101799964905,0.9925510287284851,0.03400743007659912
4,0.9932143092155457,0.9887999892234802,0.9955111145973206,0.014718463644385338,0.9937629699707031,0.9755101799964905,0.9923469424247742,0.027868693694472313
5,0.9940730929374695,0.9914222359657288,0.9963777661323547,0.012720916420221329,0.9970351457595825,0.9608163237571716,0.9894897937774658,0.057174600660800934
6,0.9943394660949707,0.9915111064910889,0.9964666962623596,0.01178282592445612,0.9949769973754883,0.9702040553092957,0.9913265109062195,0.036564283072948456
7,0.9950982332229614,0.9924888610839844,0.9969000220298767,0.010697643272578716,0.9991673827171326,0.9795918464660645,0.9946938753128052,0.026888415217399597
8,0.9957249760627747,0.9937777519226074,0.9973777532577515,0.009686887264251709,0.9942100644111633,0.9812244772911072,0.9938775300979614,0.027414526790380478
9,0.9953705668449402,0.9938222169876099,0.9973000288009644,0.008608433417975903,0.9970905780792236,0.9791836738586426,0.9940816164016724,0.03506079688668251
10,0.995543897151947,0.9929333329200745,0.9971222281455994,0.008674575947225094,0.9983437061309814,0.9840816259384155,0.9956122636795044,0.02095440775156021
11,0.9959923624992371,0.994088888168335,0.997522234916687,0.008824837394058704,0.9971038699150085,0.9836734533309937,0.9952040910720825,0.030063927173614502
12,0.9961293935775757,0.9951111078262329,0.9978111386299133,0.008014433085918427,0.9963008761405945,0.9893877506256104,0.9964285492897034,0.020691081881523132
13,0.9965262413024902,0.9944888949394226,0.9977555274963379,0.007418165914714336,0.996285617351532,0.9853061437606812,0.9954081773757935,0.020287005230784416
14,0.9963493943214417,0.9946666955947876,0.9977555274963379,0.007125913631170988,0.9983256459236145,0.9734693765640259,0.992959201335907,0.05541945993900299
15,0.9961721897125244,0.9947111010551453,0.9977222084999084,0.007317037787288427,0.9983505010604858,0.9881632924079895,0.9966326355934143,0.0135874655097723
16,0.9970190525054932,0.9959555268287659,0.9982444643974304,0.005484047811478376,0.9971240758895874,0.990612268447876,0.9969387650489807,0.010944010689854622
17,0.9964416027069092,0.9956444501876831,0.998022198677063,0.006497618276625872,0.9983532428741455,0.9897959232330322,0.9970408082008362,0.017889024689793587
18,0.9971061944961548,0.9954222440719604,0.9981333613395691,0.006245775613933802,0.9979440569877625,0.990612268447876,0.9971428513526917,0.012668343260884285
19,0.9967991709709167,0.9965333342552185,0.9983333349227905,0.00531539274379611,0.9979474544525146,0.9922448992729187,0.9975510239601135,0.010135835967957973
