epoch,Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0,0.8206682801246643,0.7263538837432861,0.7834374904632568,0.47120559215545654,0.5516133904457092,0.9081067442893982,0.5878750085830688,1.0445650815963745
1,0.9031463265419006,0.800536572933197,0.8570937514305115,0.3388078808784485,0.7738823294639587,0.8280463218688965,0.7944999933242798,0.4518655836582184
2,0.9229219555854797,0.8576241731643677,0.8928124904632568,0.2757583558559418,0.9857010841369629,0.538016140460968,0.7667499780654907,0.9149441123008728
3,0.9297392964363098,0.8833915591239929,0.9081562757492065,0.24522295594215393,0.9695141315460205,0.7686303853988647,0.8731250166893005,0.38819798827171326
4,0.9324203133583069,0.9090341925621033,0.9214375019073486,0.21046243607997894,0.9407868981361389,0.6080060601234436,0.7863749861717224,0.6114166378974915
5,0.935251772403717,0.9246318936347961,0.9301875233650208,0.19078311324119568,0.9638455510139465,0.8859516382217407,0.9268749952316284,0.20703034102916718
6,0.9367223978042603,0.9300599098205566,0.9334999918937683,0.18496912717819214,0.9364959597587585,0.9393252730369568,0.9382500052452087,0.1687733680009842
7,0.9358736276626587,0.9424132704734802,0.9388124942779541,0.1732502281665802,0.9539994597434998,0.9398288130760193,0.9476249814033508,0.15613800287246704
8,0.9342040419578552,0.950524091720581,0.9416875243186951,0.1662958711385727,0.9504175186157227,0.9169184565544128,0.9350000023841858,0.18066154420375824
9,0.9387504458427429,0.9543299078941345,0.9459375143051147,0.15810014307498932,0.9381881952285767,0.9438570141792297,0.9412500262260437,0.1595362424850464
10,0.9411620497703552,0.9570751190185547,0.9485312700271606,0.1535366326570511,0.9623042345046997,0.9126384854316711,0.9388750195503235,0.17124266922473907
11,0.9406722784042358,0.958572506904602,0.948968768119812,0.15086154639720917,0.9261946678161621,0.9320241808891296,0.9293749928474426,0.18227960169315338
12,0.9428431987762451,0.9653730988502502,0.9533437490463257,0.13413673639297485,0.9438570141792297,0.9438570141792297,0.9442499876022339,0.16419599950313568
13,0.9473684430122375,0.9680559039115906,0.9570624828338623,0.1272546797990799,0.9441871643066406,0.9753273129463196,0.9591249823570251,0.11601140350103378
14,0.9458916783332825,0.9696156978607178,0.9570000171661377,0.12455543875694275,0.9414752125740051,0.980110764503479,0.9598749876022339,0.12034627795219421
15,0.9461744427680969,0.9706138968467712,0.9576249718666077,0.12321363389492035,0.9579579830169678,0.9637462496757507,0.9610000252723694,0.11208388954401016
16,0.9488553404808044,0.9722985029220581,0.9598749876022339,0.11763998121023178,0.9538014531135559,0.9096173048019409,0.9332500100135803,0.18590573966503143
17,0.9495485424995422,0.9711130261421204,0.9596874713897705,0.11884478479623795,0.9517393708229065,0.9780966639518738,0.9645000100135803,0.11381126940250397
18,0.9497867226600647,0.972423255443573,0.9604374766349792,0.11753292381763458,0.9415459036827087,0.9813696146011353,0.9605000019073486,0.11471597850322723
19,0.9486821293830872,0.9746069312095642,0.9608749747276306,0.11512364447116852,0.9554108381271362,0.960221529006958,0.9580000042915344,0.12368584424257278
20,0.9507430791854858,0.9778512716293335,0.9635312557220459,0.1074308529496193,0.9516683220863342,0.976586103439331,0.9637500047683716,0.11104126274585724
