epoch,accuracy,loss,val_accuracy,val_loss
0,0.8194375038146973,0.41029638051986694,0.7870000004768372,0.46128374338150024
1,0.8968437314033508,0.26153838634490967,0.8318750262260437,0.37979528307914734
2,0.929562509059906,0.19320692121982574,0.9011250138282776,0.2444305717945099
3,0.940500020980835,0.16554591059684753,0.918874979019165,0.21479998528957367
4,0.9478750228881836,0.14971983432769775,0.9402499794960022,0.1726430207490921
5,0.9535937309265137,0.1378277987241745,0.9318749904632568,0.19197900593280792
6,0.9577500224113464,0.12475734204053879,0.953374981880188,0.12419475615024567
7,0.9610000252723694,0.11623138189315796,0.903249979019165,0.23077121376991272
8,0.9618124961853027,0.11270760744810104,0.9601250290870667,0.11908284574747086
9,0.9642812609672546,0.10575191676616669,0.953374981880188,0.1409674435853958
10,0.9659374952316284,0.10286242514848709,0.965624988079071,0.11132745444774628
11,0.9672499895095825,0.09657153487205505,0.9637500047683716,0.11332253366708755
12,0.9696249961853027,0.09326130896806717,0.871749997138977,0.3872922658920288
13,0.9712499976158142,0.08764518052339554,0.9545000195503235,0.12575098872184753
14,0.9723437428474426,0.08420725911855698,0.9567499756813049,0.14120906591415405
15,0.976187527179718,0.07136721909046173,0.9711250066757202,0.09319934993982315
16,0.9767500162124634,0.07041385769844055,0.9747499823570251,0.08467646688222885
17,0.9782500267028809,0.0663556382060051,0.9436249732971191,0.14531901478767395
18,0.976937472820282,0.06818559020757675,0.9723749756813049,0.0907023623585701
19,0.9794062376022339,0.06197343394160271,0.9729999899864197,0.0858704000711441
20,0.9792500138282776,0.062107108533382416,0.9756249785423279,0.08787577599287033
21,0.9816874861717224,0.056101419031620026,0.9753749966621399,0.08602623641490936
22,0.9818750023841858,0.054547008126974106,0.9555000066757202,0.14017416536808014
23,0.9820625185966492,0.052738044410943985,0.965499997138977,0.11239207535982132
24,0.9826562404632568,0.05265357345342636,0.965624988079071,0.10635741055011749
25,0.984499990940094,0.04672045260667801,0.9741250276565552,0.09722763299942017
26,0.9842187762260437,0.046500932425260544,0.9723749756813049,0.10240569710731506
