epoch,Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
19,0.9401633739471436,0.8491555452346802,0.9487777948379517,0.1354345679283142,0.9037410616874695,0.8775510191917419,0.9460204243659973,0.14119499921798706
20,0.9409974217414856,0.8519999980926514,0.9496444463729858,0.1343473345041275,0.8761597275733948,0.8865306377410889,0.9403061270713806,0.14890624582767487
21,0.9416072368621826,0.8571555614471436,0.9509999752044678,0.13002130389213562,0.8877550959587097,0.8877550959587097,0.9438775777816772,0.14296802878379822
22,0.941113293170929,0.8566222190856934,0.9507555365562439,0.1297629326581955,0.9078341126441956,0.8844897747039795,0.9486734867095947,0.1337900608778
23,0.9405465722084045,0.8627111315727234,0.9520444273948669,0.12786181271076202,0.91518235206604,0.8808163404464722,0.9497959017753601,0.1315808743238449
24,0.9412819147109985,0.8635110855102539,0.9524111151695251,0.12546423077583313,0.8968220949172974,0.886938750743866,0.9462245106697083,0.13884374499320984
25,0.9414316415786743,0.8679999709129333,0.953499972820282,0.1229405626654625,0.9150189161300659,0.8877550959587097,0.9513265490531921,0.12835238873958588
26,0.9434419870376587,0.8644444346427917,0.9531555771827698,0.12404953688383102,0.8693941831588745,0.9020408391952515,0.9416326284408569,0.1449805200099945
27,0.9457266926765442,0.8704888820648193,0.955133318901062,0.12070583552122116,0.9068322777748108,0.8938775658607483,0.9505102038383484,0.12849166989326477
28,0.9469065070152283,0.8679555654525757,0.9548222422599792,0.11964309960603714,0.905887246131897,0.8918367624282837,0.9497959017753601,0.12983641028404236
29,0.9459080696105957,0.869688868522644,0.9549888968467712,0.11964979022741318,0.9065843820571899,0.8991836905479431,0.9516326785087585,0.12641452252864838
30,0.9459824562072754,0.8717333078384399,0.9554888606071472,0.11908624321222305,0.9042288661003113,0.8902040719985962,0.9489796161651611,0.1313340961933136
31,0.9458443522453308,0.8724889159202576,0.9556333422660828,0.11797764897346497,0.9044690728187561,0.900408148765564,0.9513265490531921,0.1283257156610489
32,0.9485251307487488,0.874666690826416,0.9567999839782715,0.1158454641699791,0.9043159484863281,0.9065306186676025,0.9526530504226685,0.12720037996768951
33,0.9457808136940002,0.8737333416938782,0.9559110999107361,0.11552860587835312,0.8974151611328125,0.9069387912750244,0.9508163332939148,0.131228968501091
34,0.9502303600311279,0.879955530166626,0.958466649055481,0.11229339241981506,0.9225561022758484,0.8897958993911743,0.9537755250930786,0.1244899183511734
35,0.9499159455299377,0.8791999816894531,0.9582111239433289,0.11147123575210571,0.9197478890419006,0.8934693932533264,0.9538775682449341,0.12208321690559387
36,0.9507858753204346,0.8818222284317017,0.9590444564819336,0.11117560416460037,0.926694929599762,0.8926530480384827,0.9555101990699768,0.11934520304203033
37,0.9517476558685303,0.8810222148895264,0.9590888619422913,0.11033973842859268,0.9287542700767517,0.8885714411735535,0.9551020264625549,0.11842495948076248
38,0.9529820084571838,0.8791999816894531,0.9589555263519287,0.10894155502319336,0.9006514549255371,0.9028571248054504,0.9508163332939148,0.13162611424922943
39,0.9520264863967896,0.8811110854148865,0.9591777920722961,0.10904940217733383,0.9146291017532349,0.9008163213729858,0.9541836977005005,0.12334064394235611
40,0.9526644349098206,0.8819555640220642,0.9595333337783813,0.10802886635065079,0.9117281436920166,0.8979591727256775,0.9527550935745239,0.12563690543174744
41,0.9521046876907349,0.882622241973877,0.9595555663108826,0.10768664628267288,0.9190556406974792,0.8897958993911743,0.9528571367263794,0.1249350756406784
42,0.952307939529419,0.8830222487449646,0.9596999883651733,0.10631898790597916,0.9199832677841187,0.8963265419006348,0.9545918107032776,0.12275584787130356
43,0.9523854851722717,0.8854222297668457,0.9602888822555542,0.1055498793721199,0.9160780906677246,0.8999999761581421,0.9543877840042114,0.12378863990306854
44,0.951457679271698,0.8876888751983643,0.9606000185012817,0.10641743987798691,0.9162848591804504,0.8979591727256775,0.9539796113967896,0.12270550429821014
