epoch,accuracy,loss,val_accuracy,val_loss
0,0.8247500061988831,0.39386218786239624,0.6838750243186951,0.7699510455131531
1,0.8989375233650208,0.2619233727455139,0.875374972820282,0.2914081811904907
2,0.922249972820282,0.20756395161151886,0.8233749866485596,0.4099171757698059
3,0.9344375133514404,0.17650900781154633,0.9297500252723694,0.18212470412254333
4,0.9425625205039978,0.16153958439826965,0.9496250152587891,0.13504868745803833
5,0.9505000114440918,0.13985943794250488,0.9258750081062317,0.1949291229248047
6,0.9526249766349792,0.13194134831428528,0.9466249942779541,0.14237645268440247
7,0.9577812552452087,0.11957229673862457,0.9375,0.17173078656196594
8,0.9607499837875366,0.11154084652662277,0.9627500176429749,0.10401521623134613
9,0.9641249775886536,0.10395616292953491,0.9573749899864197,0.1232050433754921
10,0.9660000205039978,0.09827826172113419,0.9086250066757202,0.2338525801897049
11,0.9685937762260437,0.08820760250091553,0.9607499837875366,0.12000013142824173
12,0.969656229019165,0.08516477048397064,0.9661250114440918,0.09776520729064941
13,0.9714999794960022,0.0802377313375473,0.9486250281333923,0.14898517727851868
14,0.9728749990463257,0.0746406838297844,0.9692500233650208,0.0891747996211052
15,0.973562479019165,0.07417380809783936,0.9714999794960022,0.08511452376842499
16,0.9768437743186951,0.06579180806875229,0.9674999713897705,0.0938333198428154
17,0.9776250123977661,0.0640145093202591,0.9607499837875366,0.09949289262294769
18,0.9790937304496765,0.060791630297899246,0.9772499799728394,0.07396476715803146
19,0.9799374938011169,0.056988395750522614,0.9769999980926514,0.07214793562889099
20,0.9807500243186951,0.05350249633193016,0.9738749861717224,0.07688996940851212
21,0.9823437333106995,0.050091683864593506,0.9733750224113464,0.0880453959107399
22,0.9826874732971191,0.05000340938568115,0.9757500290870667,0.07792920619249344
23,0.9849374890327454,0.04480387642979622,0.9648749828338623,0.12480857223272324
24,0.9858437776565552,0.04244038090109825,0.9725000262260437,0.07874895632266998
