epoch,accuracy,loss,val_accuracy,val_loss
0,0.8060625195503235,0.4245679974555969,0.8756250143051147,0.27667558193206787
1,0.9083437323570251,0.23322002589702606,0.9116250276565552,0.22585512697696686
2,0.9399374723434448,0.1614103764295578,0.9100000262260437,0.2347724884748459
3,0.9522812366485596,0.1330370157957077,0.9467499852180481,0.13839608430862427
4,0.9585937261581421,0.11521556973457336,0.9380000233650208,0.1722812056541443
5,0.9664375185966492,0.09538357704877853,0.9602500200271606,0.12341050058603287
6,0.9717187285423279,0.0827145129442215,0.9021250009536743,0.36829444766044617
7,0.9742187261581421,0.0731164887547493,0.9592499732971191,0.1365155577659607
8,0.9767187237739563,0.06444548070430756,0.9281250238418579,0.2479865700006485
9,0.9853437542915344,0.0414128415286541,0.968999981880188,0.11480149626731873
10,0.988156259059906,0.032437216490507126,0.9627500176429749,0.1404074877500534
11,0.9890312552452087,0.030027469620108604,0.9710000157356262,0.09939805418252945
12,0.9900000095367432,0.027312150225043297,0.9748749732971191,0.1105470359325409
13,0.9905312657356262,0.025201020762324333,0.9700000286102295,0.13294537365436554
14,0.991812527179718,0.0217884574085474,0.96875,0.14059540629386902
15,0.9944062232971191,0.015665328130126,0.9722499847412109,0.15091073513031006
16,0.9950000047683716,0.013392983935773373,0.9739999771118164,0.1350179761648178
17,0.9955312609672546,0.011922918260097504,0.9737499952316284,0.15050676465034485
18,0.9966562390327454,0.0098537877202034,0.9747499823570251,0.15140919387340546
19,0.9969687461853027,0.008608963340520859,0.9752500057220459,0.146390900015831
